"precio","metros2","anyo","banyo","Sp","Sm","calefaccion","cocina","situacion"
1829200,74,1987,0,0,"0","0","0","2"
1375200,74,1964,0,0,"0","0","0","2"
1104400,33,1990,0,0,"0","0","0","2"
1087800,62,1987,0,0,"0","0","0","2"
1970000,60,2003,0,0,"0","0","0","2"
1542200,56,2011,0,0,"0","0","0","2"
1740400,56,2011,0,0,"0","0","0","2"
1920000,58,1987,0,0,"0","0","0","2"
1980000,52,1996,0,0,"0","0","0","2"
831200,45,1987,0,0,"0","0","0","2"
853800,42,1987,0,0,"0","0","0","2"
548600,38,1987,0,0,"0","0","0","2"
2098800,56,2011,1,0,"0","0","0","3"
710000,49,2011,0,1,"0","0","0","1"
1960000,77,2011,0,1,"0","0","0","1"
1146000,67,2011,0,1,"0","0","0","1"
971800,78,2011,0,1,"0","0","0","1"
1010000,65,2011,0,1,"0","0","0","1"
359200,49,1987,0,1,"0","0","0","1"
261400,49,1987,0,1,"0","0","0","1"
533000,48,2002,0,1,"0","0","0","1"
1556000,75,2015,0,1,"0","0","0","1"
1770000,102,1984,0,1,"0","0","1","1"
1726000,89,1984,0,1,"0","0","0","1"
1540000,80,1984,0,1,"0","0","0","1"
2482000,110,2002,0,1,"0","0","0","1"
1920000,79,2002,0,1,"0","0","0","1"
707200,35,2015,0,1,"0","0","0","1"
1576200,76,2011,0,1,"0","0","1","1"
405400,65,1987,0,1,"0","0","0","1"
480000,68,1987,0,1,"0","0","0","1"
530000,65,1987,0,1,"0","0","0","1"
527200,39,1969,0,1,"0","0","0","1"
790000,44,1969,0,1,"0","0","0","1"
1271600,84,2011,0,1,"0","0","0","1"
1284600,83,2011,0,1,"0","0","0","1"
1321200,83,2011,0,1,"0","0","0","1"
2844600,45,2011,0,0,"0","0","0","2"
3148200,98,1964,0,0,"0","0","0","2"
2374400,65,2011,0,0,"0","0","0","2"
892400,68,2002,0,0,"0","0","0","2"
775800,67,2002,0,0,"0","0","0","2"
2251200,83,2002,0,0,"0","0","0","2"
1036800,85,2002,0,0,"0","0","0","2"
794800,81,1923,0,0,"0","0","0","2"
789400,71,1964,0,0,"0","0","0","2"
2228200,61,1987,0,0,"0","0","0","2"
3409600,96,2015,0,0,"0","0","0","2"
2802600,55,2002,0,0,"0","0","0","2"
1902400,110,1923,0,0,"0","0","0","2"
3723000,100,1923,0,0,"0","0","0","2"
2421600,96,1987,0,0,"0","0","0","2"
1219200,81,1987,0,0,"0","1","0","2"
1083400,63,1987,0,0,"0","1","0","2"
744800,59,1987,0,0,"0","1","0","2"
2496200,82,1987,0,0,"0","0","0","2"
1113800,87,1994,0,0,"0","0","0","2"
2437800,86,2002,0,0,"0","0","0","2"
1393000,71,2002,0,0,"0","0","0","2"
948000,73,2002,0,0,"0","0","0","2"
1867200,72,2002,0,0,"0","0","0","2"
617600,57,1987,0,0,"0","1","0","2"
1396000,60,1987,0,0,"0","1","0","2"
756000,59,1987,0,0,"0","1","0","2"
769600,56,1987,0,0,"0","1","0","2"
743000,59,1987,0,0,"0","1","0","2"
2303400,89,1923,0,1,"0","1","0","1"
1437800,64,1923,0,0,"0","0","0","2"
1162800,60,1923,0,0,"0","1","0","2"
665200,34,1923,0,0,"0","1","0","2"
954600,83,1923,0,0,"0","1","0","2"
3254600,101,1923,0,0,"0","0","0","2"
1800000,75,1923,0,0,"0","1","0","2"
1491400,44,1964,1,0,"0","0","0","3"
2578800,68,1923,0,0,"0","0","1","2"
1978400,73,1987,0,0,"0","0","0","2"
1180000,39,1987,0,0,"0","0","0","2"
667200,60,1987,0,0,"0","1","0","2"
575400,40,1987,0,0,"0","1","0","2"
2872000,98,2011,0,0,"0","0","1","2"
1024200,53,1964,0,0,"0","1","0","2"
965000,52,1987,0,0,"0","1","0","2"
1135200,94,1923,0,0,"0","0","0","2"
1171600,32,2002,0,0,"0","1","0","2"
2330800,75,2002,0,0,"0","1","0","2"
852000,35,1987,0,0,"0","0","1","2"
1320600,65,1987,0,0,"0","1","0","2"
1740400,59,1964,0,0,"0","0","0","2"
1489200,48,1987,0,0,"0","0","0","2"
978600,30,2002,0,0,"0","0","0","2"
1178800,66,1987,0,0,"0","0","0","2"
1466200,87,1987,0,0,"0","0","0","2"
1060000,45,1987,0,0,"0","0","0","2"
1184000,46,1990,0,0,"0","0","0","2"
2464000,62,1949,0,0,"0","0","0","2"
1704600,61,1964,0,0,"0","0","0","2"
1764000,62,1964,0,0,"0","0","0","2"
1552800,52,1964,0,0,"0","0","0","2"
1414200,45,1987,0,0,"0","0","0","2"
2332800,64,1987,0,0,"0","0","0","2"
1410200,31,1995,0,0,"0","0","0","2"
1331800,52,1995,0,0,"0","0","0","2"
962800,64,1964,0,0,"0","0","0","2"
773600,68,1964,0,0,"0","0","0","2"
1310000,69,1964,0,0,"0","0","0","2"
549000,66,1987,0,0,"0","1","0","2"
1482200,62,1987,0,0,"0","0","0","2"
1104000,49,1987,0,0,"0","0","0","2"
1807600,56,2002,0,0,"0","0","0","2"
2700000,79,1964,1,0,"0","0","0","3"
2871800,85,1987,1,0,"0","0","0","3"
1268400,32,1923,1,0,"0","0","1","3"
1865200,89,1987,1,0,"0","0","0","3"
3333800,98,1923,1,0,"0","0","1","3"
1186600,40,1987,1,0,"0","0","0","3"
1264200,79,1964,1,0,"0","1","0","3"
2604000,90,1964,1,0,"0","0","0","3"
2303000,118,1964,1,0,"0","1","0","3"
1656400,72,1964,1,0,"0","0","0","3"
1932800,82,1987,1,0,"0","0","0","3"
2513600,75,1987,1,0,"0","0","0","3"
1559400,79,1987,1,0,"0","0","0","3"
1587000,60,1987,1,0,"0","0","0","3"
2191600,87,1964,1,0,"0","1","0","3"
1673600,67,1964,1,0,"0","1","0","3"
428200,42,1964,1,0,"1","1","0","3"
1335400,79,1964,1,0,"0","0","0","3"
2778000,79,1964,1,0,"0","0","0","3"
2612800,79,1964,1,0,"0","0","0","3"
1907400,78,1987,1,0,"0","0","0","3"
2540000,112,1987,1,0,"0","0","0","3"
1662200,33,2002,1,0,"0","0","0","3"
251000,45,1987,0,1,"0","1","0","1"
408800,44,1987,0,1,"0","1","0","1"
1794400,65,1964,0,0,"0","1","0","2"
2162000,78,2002,1,0,"0","0","0","3"
2555800,60,2011,1,0,"0","0","0","3"
1177600,37,2002,1,0,"0","0","1","3"
2216400,92,2011,1,0,"0","0","1","3"
1168000,55,1955,0,0,"0","0","0","2"
3540000,98,2011,1,0,"0","0","1","3"
1272800,71,2011,1,0,"0","0","1","3"
1502600,40,1987,1,0,"0","0","0","3"
892000,67,1959,1,0,"0","0","0","3"
2693800,53,1964,0,0,"0","0","0","2"
1091400,50,1928,0,0,"0","0","0","2"
2780000,90,1988,0,0,"0","1","0","2"
1161400,35,1987,0,0,"0","1","0","2"
2700000,111,1964,0,0,"0","0","0","2"
2082000,86,1964,0,0,"0","0","0","2"
1880000,86,1964,0,0,"0","0","0","2"
1722000,98,1964,0,0,"0","0","0","2"
1908000,105,1964,0,0,"0","0","0","2"
2450000,111,1964,0,0,"0","0","0","2"
2152600,110,1964,0,0,"0","0","0","2"
2939400,95,1923,0,0,"0","0","0","2"
912000,86,1923,0,0,"0","0","0","2"
1533200,86,2002,0,0,"0","0","0","2"
2933200,78,2001,0,0,"0","0","0","2"
1250000,32,1942,0,0,"0","1","1","2"
2260000,45,1964,0,0,"1","0","0","2"
1452000,38,1942,0,0,"0","1","0","2"
2161400,72,1998,0,0,"0","0","0","2"
2160000,80,1923,0,0,"0","0","0","2"
513200,53,1923,0,0,"1","1","0","2"
1135200,78,1923,0,0,"0","1","0","2"
672000,50,1923,0,0,"1","1","0","2"
533400,46,1923,0,0,"0","1","0","2"
1532600,53,1987,0,0,"0","0","0","2"
1404000,48,1987,0,0,"0","0","0","2"
1042200,76,1949,0,0,"0","0","0","2"
1402600,76,1949,0,0,"0","0","0","2"
1142600,40,1964,1,0,"0","0","0","3"
2440000,99,1964,1,0,"0","0","0","3"
2432400,109,2002,1,0,"0","0","1","3"
2514400,81,2002,1,0,"0","0","0","3"
2210000,101,2002,1,0,"0","0","0","3"
1558800,86,1964,1,0,"0","0","0","3"
2615200,76,1964,1,0,"0","0","0","3"
2522000,85,1987,1,0,"0","0","0","3"
3760000,80,1964,1,0,"0","0","0","3"
3425200,60,2014,0,0,"0","0","0","2"
1657000,61,1964,0,0,"0","1","0","2"
1156000,34,2002,0,0,"0","0","0","2"
1933200,55,2001,0,0,"0","0","0","2"
2145000,56,1999,0,0,"0","0","0","2"
720000,65,1923,0,0,"1","1","0","2"
1139400,78,1923,0,0,"1","1","0","2"
1436600,68,1987,0,0,"0","0","0","2"
914000,63,1987,0,0,"0","0","0","2"
1993200,48,2002,0,0,"0","0","0","2"
1400000,72,1923,0,0,"0","0","0","2"
2014000,72,1991,0,0,"0","0","0","2"
1490200,59,2011,0,0,"0","0","0","2"
1980200,74,1923,0,0,"0","1","0","2"
1462400,40,2002,0,0,"0","0","0","2"
2158200,70,1998,0,0,"0","0","0","2"
1232600,40,1998,0,0,"0","0","0","2"
3789800,80,1987,0,0,"0","0","0","2"
1517200,110,1923,0,0,"0","1","0","2"
1562000,46,2003,0,0,"0","0","0","2"
2e+06,46,2003,0,0,"0","0","0","2"
1600000,39,2003,0,0,"0","0","0","2"
1052400,58,1949,0,0,"0","0","0","2"
1326600,66,1930,0,0,"0","0","0","2"
3250000,90,2014,0,0,"0","0","1","2"
3083600,85,1949,0,0,"0","0","0","2"
1154000,63,1923,0,0,"0","1","0","2"
2400000,110,1923,0,0,"0","0","0","2"
1339800,62,1964,0,0,"0","1","0","2"
1731600,77,1964,0,0,"0","0","0","2"
2001400,89,1964,0,0,"0","1","0","2"
2735200,73,1964,0,0,"0","1","0","2"
1229400,47,1964,0,0,"0","1","0","2"
3692800,94,1923,0,0,"0","1","0","2"
2664000,72,2011,0,0,"0","0","0","2"
1840000,62,2011,0,0,"0","0","0","2"
1820000,64,2011,0,0,"0","0","0","2"
2044000,84,2011,0,0,"0","0","0","2"
1029800,38,1940,0,0,"0","1","0","2"
891600,42,1964,0,0,"0","1","0","2"
1392400,61,1964,1,0,"0","0","0","3"
984600,59,1923,1,0,"0","0","0","3"
690400,61,1923,1,0,"0","0","0","3"
745800,54,1923,0,0,"1","1","0","2"
1638400,60,1949,0,0,"0","0","0","2"
699200,65,1923,0,0,"0","1","0","2"
2279200,49,2014,0,0,"0","0","0","2"
2609200,68,2002,1,0,"0","0","0","3"
1856200,70,1989,0,1,"0","0","0","1"
1367000,75,1923,0,0,"0","0","0","2"
2746800,75,1923,0,0,"0","0","0","2"
2547600,75,1923,0,0,"0","0","0","2"
1278000,65,1923,0,0,"0","0","0","2"
936000,46,1923,0,0,"0","0","0","2"
1409800,94,1923,0,0,"0","0","0","2"
1540000,74,1923,0,0,"0","0","0","2"
1622000,105,1923,0,0,"0","0","0","2"
2690000,107,1923,0,0,"0","0","0","2"
2648000,70,1991,0,0,"0","0","0","2"
1458000,70,1991,0,0,"0","0","0","2"
1765000,90,1923,0,0,"0","0","0","2"
2650000,110,1923,0,0,"0","0","0","2"
2040000,42,2003,0,0,"0","0","0","2"
2e+06,42,2003,0,0,"0","0","0","2"
2240000,90,1964,0,0,"0","0","0","2"
2842400,90,1964,0,0,"0","0","0","2"
3488400,85,1964,0,0,"0","0","0","2"
2464800,88,1964,0,0,"0","0","0","2"
2120200,44,1984,0,0,"0","0","1","2"
1547400,100,1987,0,0,"0","0","0","2"
1622000,101,1987,0,0,"0","0","0","2"
1553000,46,1964,0,1,"0","1","0","1"
1027800,78,1988,0,0,"0","0","0","2"
2146800,53,1964,0,1,"0","0","1","1"
1332600,78,1923,0,1,"0","0","0","1"
1384600,96,1923,0,1,"0","0","0","1"
1127800,90,1923,0,1,"0","0","0","1"
697600,38,2011,0,0,"0","1","0","2"
951000,42,2011,0,0,"0","1","0","2"
1034400,40,2011,0,0,"0","1","0","2"
1004200,40,2011,0,0,"0","1","0","2"
1889400,57,2002,0,0,"0","0","0","2"
2324600,70,2002,0,0,"0","0","0","2"
1510600,75,1987,0,0,"0","0","0","2"
1481000,75,1987,0,0,"0","0","0","2"
3058600,94,2011,0,0,"0","0","1","2"
1460000,43,2002,0,0,"0","0","0","2"
1340000,37,2002,0,0,"0","0","0","2"
1080200,38,2002,0,0,"0","0","0","2"
1938200,70,1967,1,0,"0","0","0","3"
1033600,52,1967,1,0,"0","1","0","3"
1451600,70,1967,1,0,"0","0","0","3"
2243400,92,1925,1,0,"0","0","0","3"
1686400,76,1923,1,0,"0","0","0","3"
2342600,72,1925,1,0,"0","0","0","3"
912600,58,1971,0,1,"0","0","0","1"
1593200,40,2001,1,0,"0","0","0","3"
2000800,70,2002,1,0,"0","0","0","3"
2485000,69,2002,1,0,"0","0","0","3"
1875200,68,2002,1,0,"0","0","0","3"
1207000,42,2002,1,0,"0","0","0","3"
1601200,51,1987,1,0,"0","0","0","3"
1123400,40,1987,1,0,"0","0","0","3"
2556400,54,1987,1,0,"0","0","0","3"
1167400,57,2002,0,0,"0","0","0","2"
1090200,39,1987,0,0,"0","0","0","2"
1567200,80,2002,1,0,"0","0","1","3"
2100200,63,1985,0,0,"0","0","0","2"
2589200,120,1987,0,0,"0","0","1","2"
1539800,83,2002,0,0,"0","0","1","2"
1305600,48,1987,0,0,"0","0","0","2"
1334400,88,1964,0,0,"0","1","0","2"
2286600,75,2015,0,0,"0","0","0","2"
2043200,50,2013,0,0,"0","0","0","2"
1941200,55,1923,1,0,"0","0","0","3"
1342200,37,1930,1,0,"0","0","0","3"
2259800,60,1930,1,0,"0","0","1","3"
1796600,55,1923,1,0,"0","0","0","3"
1151200,92,1923,1,0,"0","1","0","3"
1258800,30,2002,0,1,"0","0","0","1"
357200,65,2002,0,1,"0","0","0","1"
2564600,91,2004,0,1,"0","0","0","1"
1621000,75,1987,1,0,"0","0","0","3"
1629400,75,1987,1,0,"0","0","0","3"
2468600,49,2018,1,0,"0","0","0","3"
753000,54,1994,0,0,"0","0","0","2"
789000,67,1987,0,0,"0","0","0","2"
893800,60,1932,1,0,"1","1","0","3"
493200,56,1932,1,0,"1","1","0","3"
1408600,86,2015,0,0,"0","0","0","2"
1883400,52,2002,0,0,"0","0","0","2"
1054800,86,2002,0,0,"0","0","0","2"
1901800,86,2002,0,0,"0","0","0","2"
1574800,79,1987,0,0,"0","0","0","2"
1553800,82,1987,0,0,"0","0","0","2"
1634400,80,1987,0,0,"0","0","0","2"
1800000,80,1987,0,0,"0","0","0","2"
1880000,78,1987,0,0,"0","0","0","2"
1507600,78,2002,0,0,"0","0","0","2"
1481000,63,1987,0,0,"0","0","0","2"
1795400,70,2002,0,0,"0","0","0","2"
1119000,72,2002,0,0,"0","0","1","2"
2417400,60,1965,0,0,"0","1","0","2"
1536600,41,1987,0,0,"0","0","0","2"
2066400,76,1987,0,0,"0","0","0","2"
1805600,94,2002,0,0,"0","0","0","2"
1268400,58,2002,0,0,"0","0","0","2"
1160000,58,2002,0,0,"0","0","0","2"
1134400,58,1987,0,0,"0","0","0","2"
1748400,72,2006,0,0,"0","0","0","2"
850600,33,2011,1,0,"0","0","0","3"
2934600,65,2011,1,0,"0","0","0","3"
1144200,45,1986,1,0,"0","0","0","3"
1319400,45,1986,1,0,"0","0","0","3"
1075400,35,2000,1,0,"0","0","1","3"
2497400,78,1987,0,0,"0","0","1","2"
1309800,40,1987,0,0,"0","0","0","2"
1335600,90,2002,0,0,"0","0","1","2"
909600,55,1987,0,0,"1","1","0","2"
2418200,70,1987,0,0,"0","0","0","2"
2462800,87,1923,1,0,"0","0","0","3"
2562400,76,2002,1,0,"0","0","0","3"
1054400,75,1998,0,0,"0","0","0","2"
1251200,52,2002,1,0,"0","0","1","3"
4260400,109,1987,1,0,"0","0","1","3"
3110200,73,1987,1,0,"0","0","1","3"
1416400,65,1923,0,1,"0","1","0","1"
4042400,95,1999,1,0,"0","0","0","3"
2086800,75,2002,1,0,"0","0","0","3"
905000,92,1987,1,0,"0","0","0","3"
1289800,52,2004,1,0,"0","0","0","3"
1325600,30,1994,1,0,"0","0","0","3"
1420000,50,1999,1,0,"0","0","0","3"
953200,60,1969,1,0,"0","0","0","3"
